Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term,meter_price
120,3,1,Agami,315000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2625.0
200,3,2,Kafr Abdo,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,12500.0
140,3,2,Saba Pasha,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,23571.428571428572
75,2,1,Sidi Gaber,700000,0,1,1,1,0,1,1,1,1,0,0,0,1,0,Apartment,10,0.0,Not_In_Compound,soon,Finished,9333.333333333334
125,3,1,Nakheel,390000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3120.0
175,3,3,Sidi Gaber,3050000,0,1,1,1,1,0,0,1,0,0,0,1,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,17428.571428571428
162,3,1,Nakheel,440000,1,1,1,1,0,1,0,1,0,1,1,1,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,2716.0493827160494
100,2,1,Nakheel,275000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2750.0
80,2,1,Miami,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,5625.0
230,4,2,Roushdy,3350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,14565.217391304348
160,3,2,Laurent,2300000,1,1,1,1,1,0,1,1,1,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Not Finished,14375.0
70,2,1,Sidi Beshr,680000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,9714.285714285714
120,3,1,Maamoura,1600000,0,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,13333.333333333334
160,3,2,Sporting,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,16875.0
167,3,3,Smoha,3173000,0,1,1,1,0,0,1,1,0,0,0,1,0,1,Apartment,4,0.0,Not_In_Compound,2025,Finished,19000.0
110,2,1,Moharam Bik,750000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,6818.181818181818
196,4,2,Saba Pasha,2350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,11989.795918367347
135,3,2,Glim,1550000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,soon,Finished,11481.481481481482
183,3,2,Stanley,2700000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,14754.098360655738
195,3,3,Kafr Abdo,3200000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Not Finished,16410.25641025641
184,3,3,Smoha,3500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Semi Finished,19021.739130434784
135,2,2,Glim,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,21481.48148148148
156,3,1,Smoha,1800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,11538.461538461539
165,3,2,Saba Pasha,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,12727.272727272728
120,2,2,Sidi Beshr,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,15000.0
157,3,2,Laurent,2050000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,8,1.0,Not_In_Compound,Ready,Finished,13057.324840764331
125,2,2,Fleming,1400000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,11200.0
190,3,3,Kafr Abdo,3400000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,17894.736842105263
165,3,1,Kafr Abdo,3400000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,within 6 months,Finished,20606.060606060608
75,2,1,Asafra,425000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,5666.666666666667
169,3,3,Moharam Bik,3339000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,19757.39644970414
171,3,3,Moharam Bik,3163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,2025,Finished,18497.07602339181
120,2,2,Nakheel,355000,1,1,1,1,0,1,1,1,0,0,0,0,0,1,Apartment,1,0.0,Nakheel,Ready,Finished,2958.3333333333335
220,2,1,Nakheel,315000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Duplex,5,0.0,Nakheel,Ready,Finished,1431.8181818181818
135,3,2,Miami,1350000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,10000.0
145,2,2,Mandara,1500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,10344.827586206897
175,3,2,Bolkly,2000000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,11428.57142857143
135,2,2,Laurent,1750000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,12962.962962962964
170,3,3,Sidi Beshr,3500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,20588.235294117647
129,2,1,Smoha,1800000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,13953.488372093023
167,3,2,Smoha,1870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,11197.604790419162
163,3,2,Smoha,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,19631.9018404908
145,3,2,Roushdy,2610000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,2025,Finished,18000.0
133,3,2,Bacchus,930000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,6992.481203007519
138,2,1,Asafra,500000,0,1,1,1,1,1,0,1,1,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,3623.1884057971015
152,2,2,San Stefano,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,9210.526315789473
90,2,1,Sidi Beshr,800000,0,1,0,1,1,1,1,1,1,0,0,0,0,0,Apartment,10,1.0,Not_In_Compound,Ready,Finished,8888.888888888889
80,2,1,Kafr Abdo,390000,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4875.0
155,3,1,Sidi Beshr,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,8064.5161290322585
180,4,2,Smoha,1600000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,8888.888888888889
145,2,2,Smoha,2000000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,13793.103448275862
183,3,2,Laurent,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,10655.737704918032
189,3,2,Saba Pasha,3150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,16666.666666666668
177,3,3,Moharam Bik,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,19774.011299435027
180,4,2,Saba Pasha,2200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,12222.222222222223
95,2,1,Miami,360000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,3789.4736842105262
100,2,1,Victoria,600000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,6000.0
160,2,1,Nakheel,200000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,1250.0
95,2,1,Miami,750000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,7894.736842105263
95,2,1,Miami,350000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3684.2105263157896
120,3,1,Nakheel,350000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2916.6666666666665
90,2,1,Nakheel,265000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2944.4444444444443
90,2,1,Seyouf,800000,1,1,0,1,1,1,1,0,1,0,0,0,0,0,Apartment,10,1.0,Not_In_Compound,Ready,Finished,8888.888888888889
180,3,3,Roushdy,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,17222.222222222223
120,2,1,Mandara,915000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,7625.0
165,3,2,Smoha,2500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,15151.515151515152
120,2,1,Nakheel,280000,1,1,1,1,1,1,1,1,0,0,1,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2333.3333333333335
130,2,1,Nakheel,365000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2807.6923076923076
183,3,2,Smoha,2900000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,15846.994535519125
100,2,1,Sidi Beshr,520000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,5200.0
108,2,2,Smoha,1537920,0,1,1,1,1,0,1,1,0,0,1,1,1,1,Apartment,4,0.0,Murooj,2025,Finished,14240.0
240,3,3,Zezenia,3500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,14583.333333333334
120,3,1,Bolkly,1150000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,9583.333333333334
170,3,2,Al Ibrahimiyyah,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,9411.764705882353
160,3,2,Smoha,2100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,13125.0
133,3,2,Smoha,1330000,0,1,1,1,0,0,0,1,0,0,0,1,0,0,Apartment,4,0.0,Not_In_Compound,within 6 months,Semi Finished,10000.0
165,3,2,Laurent,1500000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,9090.90909090909
120,3,1,Shatby,1900000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,15833.333333333334
100,3,1,Agami,230000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2300.0
140,3,2,Smoha,2520000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,2025,Finished,18000.0
200,3,3,Al Ibrahimiyyah,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,9250.0
155,3,2,Smoha,2100000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,13548.387096774193
145,3,2,Moharam Bik,2972500,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,2025,Finished,20500.0
145,3,2,Saba Pasha,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,10689.655172413793
142,3,3,Glim,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,13028.169014084508
200,3,2,Bolkly,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,8500.0
220,4,3,Kafr Abdo,2350000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,10681.818181818182
145,2,2,Smoha,1975000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,13620.689655172413
80,2,1,Bacchus,220000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2750.0
125,3,2,Nakheel,460000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,3680.0
126,3,2,Stanley,2961000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,23500.0
115,3,1,Sidi Beshr,1300000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,11304.347826086956
165,4,2,San Stefano,3700000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,22424.242424242424
175,3,2,Glim,2200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,12571.42857142857
155,3,2,Glim,2100000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,13548.387096774193
168,3,2,Moharam Bik,3360000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,2025,Finished,20000.0
126,3,2,Kafr Abdo,2900000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,23015.873015873014
170,3,2,Smoha,2718750,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,15992.64705882353
150,3,2,Moharam Bik,3105000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,2025,Finished,20700.0
106,2,2,Laurent,2600000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Core & Shell,24528.30188679245
170,3,1,Miami,1200000,0,1,1,1,1,1,1,1,0,1,0,1,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,7058.823529411765
205,3,3,Sporting,3200000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,15609.756097560976
172,3,3,Azarita,3200000,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,18604.6511627907
65,3,1,Moharam Bik,250000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3846.153846153846
143,2,2,Moharam Bik,3500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Not Finished,24475.524475524475
215,3,3,Roushdy,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,17209.302325581397
152,3,2,Smoha,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,11184.21052631579
155,3,1,Smoha,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8064.5161290322585
81,2,1,Abu Talat,340000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Apartment,8,1.0,Not_In_Compound,Ready,Finished,4197.530864197531
105,3,1,Al Ibrahimiyyah,1000000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,9523.809523809523
85,2,1,Nakheel,275000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished,3235.294117647059
170,2,1,Nakheel,260000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished,1529.4117647058824
90,2,1,Nakheel,280000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished,3111.1111111111113
140,3,2,Nakheel,520000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3714.285714285714
100,2,1,Nakheel,240000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,2400.0
90,2,1,Nakheel,220000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2444.4444444444443
110,2,1,Nakheel,340000,0,1,1,1,0,1,1,1,0,1,1,1,0,1,Apartment,7,0.0,Not_In_Compound,Ready,Finished,3090.909090909091
140,2,1,Nakheel,280000,1,1,1,1,0,1,0,1,0,1,1,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,2000.0
120,3,1,Nakheel,340000,1,1,0,1,0,1,1,1,0,0,1,0,0,1,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2833.3333333333335
110,2,1,Nakheel,360000,1,1,1,1,0,1,1,1,1,1,1,0,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3272.7272727272725
115,2,1,Nakheel,320000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2782.608695652174
120,2,1,Nakheel,230000,1,1,1,1,0,0,0,1,0,1,1,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,1916.6666666666667
125,3,2,Nakheel,680000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,3,0.0,Not_In_Compound,Ready,Finished,5440.0
120,3,1,Nakheel,275000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2291.6666666666665
75,2,1,Abu Qir,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,7066.666666666667
130,3,1,Sidi Beshr,750000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,5769.2307692307695
130,3,2,Nakheel,690000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished,5307.692307692308
110,2,1,Nakheel,290000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2636.3636363636365
120,2,1,Miami,800000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,6666.666666666667
138,2,1,Mandara,500000,0,1,1,1,1,1,0,0,1,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,3623.1884057971015
110,2,2,Maamoura,1100000,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,10000.0
140,3,2,Agami,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,6071.428571428572
120,3,1,Agami,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Not Finished,3083.3333333333335
140,3,1,Sporting,1600000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,11428.57142857143
155,3,1,Miami,1450000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,9354.838709677419
120,3,1,Agami,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Not Finished,2666.6666666666665
90,2,1,Nakheel,230000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2555.5555555555557
140,2,2,Agami,550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,3928.5714285714284
100,3,1,Sidi Beshr,850000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,8500.0
150,3,2,Agami,600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,soon,Finished,4000.0
160,3,1,Agami,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Semi Finished,3125.0
108,2,1,Maamoura,2500000,0,0,1,1,1,1,0,0,1,0,1,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,23148.14814814815
110,3,1,Agami,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,5681.818181818182
80,2,1,Agami,350000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,4375.0
80,2,1,Agami,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3125.0
100,2,2,Agami,575000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,5750.0
120,2,1,Agami,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,5000.0
125,2,1,Sidi Beshr,750000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,6000.0
130,3,2,Agami,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5769.2307692307695
120,2,1,Nakheel,270000,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2250.0
120,2,1,Nakheel,285000,1,1,1,1,0,1,1,1,0,1,0,1,0,1,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2375.0
165,3,2,Smoha,2800000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,16969.696969696968
120,2,1,Sidi Beshr,975000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,8125.0
200,2,2,Mandara,2000000,1,1,1,0,0,1,1,0,1,0,0,0,1,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,10000.0
145,3,2,Kafr Abdo,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,12413.793103448275
175,3,2,Smoha,2500000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,14285.714285714286
125,3,1,Sidi Beshr,530000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,4240.0
101,2,1,Sidi Beshr,1600000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,15841.584158415842
110,2,1,Schutz,500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,4545.454545454545
142,3,3,Smoha,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,21126.76056338028
100,2,1,Nakheel,235000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished,2350.0
77,2,1,Sporting,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,1.0,Not_In_Compound,Ready,Finished,14285.714285714286
150,4,2,Laurent,2850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,19000.0
165,2,2,Moharam Bik,3656175,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,3,0.0,Not_In_Compound,2025,Finished,22158.636363636364
170,3,2,Bolkly,1850000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,10882.35294117647
130,2,2,Nakheel,410000,1,1,1,1,0,1,1,1,1,1,0,0,0,0,Apartment,1,1.0,Not_In_Compound,Ready,Finished,3153.846153846154
90,2,1,Nakheel,230000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2555.5555555555557
100,2,1,Smoha,550000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Not Finished,5500.0
150,3,2,Smoha,400000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,2666.6666666666665
185,3,2,Glim,3000000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,16216.216216216217
100,2,1,Miami,1250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,12500.0
125,3,1,Nakheel,360000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2880.0
70,2,1,Sidi Beshr,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,5428.571428571428
135,2,1,Sporting,2250000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,16666.666666666668
70,2,1,Abu Talat,225000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,3214.285714285714
