Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term,meter_price
110,2,1,Nakheel,350000,1,1,1,1,1,1,1,0,1,0,0,0,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3181.818181818182
120,2,1,Nakheel,325000,1,1,1,1,0,0,0,1,0,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2708.3333333333335
120,3,1,Sidi Beshr,850000,0,1,1,1,1,1,0,1,1,0,0,0,1,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,7083.333333333333
115,2,1,Agami,700000,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,soon,Finished,6086.95652173913
200,3,2,Roushdy,2500000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,12500.0
120,3,1,Laurent,1550000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,12916.666666666666
140,3,2,Nakheel,580000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,4142.857142857143
185,3,2,Smoha,3300000,1,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,17837.837837837837
160,3,1,Sidi Beshr,1050000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,6562.5
90,2,1,Nakheel,265000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,2944.4444444444443
75,2,1,Sidi Beshr,420000,1,0,1,1,0,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,5600.0
140,3,1,Agami,220000,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,1571.4285714285713
100,2,1,Sidi Beshr,1200000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,12000.0
90,3,1,Moharam Bik,745000,0,1,1,1,1,1,1,0,0,1,0,0,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,8277.777777777777
85,2,1,Mandara,330000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,3882.3529411764707
120,2,2,Victoria,500000,1,1,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Semi Finished,4166.666666666667
100,3,1,Abu Talat,350000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3500.0
135,3,2,Smoha,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,23703.703703703704
166,3,2,Moharam Bik,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,20481.927710843374
130,3,1,Agami,430000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,3307.6923076923076
207,3,2,Saba Pasha,3250000,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,15700.483091787439
125,3,1,Mandara,1150000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,9200.0
140,3,1,Sidi Beshr,2200000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,15714.285714285714
90,3,1,Agami,220000,1,0,0,1,0,0,0,1,1,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2444.4444444444443
70,2,1,Agami,240000,0,1,1,1,0,0,1,1,1,0,0,0,0,0,Apartment,10,1.0,Ashrafeya,Ready,Finished,3428.5714285714284
140,2,2,Nakheel,295000,0,0,1,0,0,1,0,1,0,1,1,0,0,0,Studio,10,1.0,Not_In_Compound,Ready,Finished,2107.1428571428573
65,2,1,Miami,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4307.692307692308
120,2,2,Smoha,1980000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,6,0.0,Not_In_Compound,Ready,Finished,16500.0
104,2,1,Sidi Gaber,2043600,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,Murooj,Ready,Finished,19650.0
85,2,1,Agami,250000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,2941.176470588235
100,2,2,Smoha,1400000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,14000.0
200,3,2,Smoha,3000000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,15000.0
230,3,2,Kafr Abdo,3100000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,13478.260869565218
125,3,1,Miami,790000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,6320.0
60,2,1,Moharam Bik,330000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,5500.0
90,2,1,Nakheel,250000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Nakheel,Ready,Finished,2777.777777777778
230,4,2,Nakheel,380000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished,1652.1739130434783
130,3,1,Nakheel,465000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3576.923076923077
62,1,1,Agami,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,3225.8064516129034
180,4,3,Agami,260000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,1444.4444444444443
100,2,1,Agami,350000,1,1,1,1,0,1,0,1,1,0,0,1,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,3500.0
120,3,1,Miami,600000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,5000.0
195,3,2,Abu Talat,700000,1,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,3589.74358974359
120,2,1,Nakheel,260000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2166.6666666666665
120,3,2,Nakheel,440000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Apartment,6,0.0,Not_In_Compound,Ready,Finished,3666.6666666666665
125,3,2,Smoha,2250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,18000.0
80,2,1,Kafr Abdo,1200000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,3,1.0,Not_In_Compound,Ready,Finished,15000.0
135,3,1,Agami,800000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,5925.925925925926
170,3,2,Montazah,1600000,1,0,1,1,1,1,1,1,0,0,0,1,0,1,Apartment,4,0.0,Not_In_Compound,Ready,Finished,9411.764705882353
110,2,1,Wardian,450000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,4090.909090909091
100,3,1,Bolkly,600000,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,6000.0
243,3,3,Smoha,3900000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,1,0.0,Not_In_Compound,2025,Finished,16049.382716049382
120,4,3,Borg al-Arab,750000,0,1,1,1,0,0,0,1,1,0,1,1,1,1,Penthouse,3,1.0,Not_In_Compound,Ready,Finished,6250.0
120,3,1,Asafra,900000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Penthouse,6,0.0,Not_In_Compound,Ready,Finished,7500.0
160,3,1,Sidi Beshr,1750000,1,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Semi Finished,10937.5
140,3,1,Agami,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,2022,Finished,1428.5714285714287
130,2,1,Seyouf,850000,0,1,1,1,0,0,1,1,0,0,0,1,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,6538.461538461538
165,3,3,Kafr Abdo,3750000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,3,0.0,Not_In_Compound,2025,Core & Shell,22727.272727272728
140,3,1,San Stefano,1550000,0,1,1,1,1,0,1,1,1,1,0,1,1,0,Apartment,6,1.0,Not_In_Compound,Ready,Finished,11071.42857142857
95,2,1,Nakheel,250000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2631.5789473684213
120,3,1,Nakheel,400000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3333.3333333333335
90,2,1,Nakheel,340000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3777.777777777778
110,2,1,Nakheel,320000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2909.090909090909
70,2,1,Awayed,220000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3142.8571428571427
100,3,1,Maamoura,370000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Finished,3700.0
110,2,1,Nakheel,280000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,2545.4545454545455
110,2,1,Nakheel,360000,1,1,1,1,1,1,1,0,1,0,0,0,0,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3272.7272727272725
115,2,1,Nakheel,225000,1,1,1,1,1,0,1,1,1,1,1,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,1956.5217391304348
165,3,2,Al Ibrahimiyyah,1200000,0,1,1,1,1,1,1,0,1,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,7272.727272727273
165,3,2,Miami,1500000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,9090.90909090909
100,2,1,Agami,250000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Semi Finished,2500.0
75,2,1,Victoria,320000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,4266.666666666667
70,2,1,Nakheel,260000,0,1,0,1,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Not Finished,3714.285714285714
200,3,2,Smoha,3500000,1,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,17500.0
140,3,1,Sidi Gaber,2500000,0,1,1,1,1,1,0,1,1,0,1,1,1,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,17857.14285714286
90,2,1,Agami,265000,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,2944.4444444444443
60,1,1,Miami,240000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4000.0
115,3,1,Smoha,950000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,8260.869565217392
120,3,1,Camp Caesar,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,6250.0
70,3,1,Asafra,230000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3285.714285714286
145,3,2,Moharam Bik,2000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,13793.103448275862
90,2,1,Seyouf,360000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,4000.0
100,2,1,Agami,270000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2700.0
65,2,1,Mandara,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3076.923076923077
240,4,2,Smoha,870000,1,1,1,1,1,1,1,1,1,0,1,0,0,1,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3625.0
100,2,2,Agami,235000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2350.0
195,4,2,Bacchus,1000000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Semi Finished,5128.205128205128
80,2,1,Agami,250000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,3125.0
220,5,2,Nakheel,385000,1,1,1,1,0,1,1,1,1,1,1,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,1750.0
100,2,1,Nakheel,325000,1,0,1,1,0,0,0,0,0,0,0,1,1,1,Apartment,4,0.0,Not_In_Compound,Ready,Finished,3250.0
120,2,1,Agami,300000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,within 6 months,Finished,2500.0
110,2,1,Agami,210000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,1909.090909090909
80,2,1,Agami,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,1.0,Not_In_Compound,Ready,Finished,2875.0
245,4,2,Seyouf,1300000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,5306.122448979592
116,2,1,Agami,360000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,5,1.0,Not_In_Compound,Ready,Finished,3103.448275862069
140,3,1,Seyouf,700000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,5000.0
218,3,2,Laurent,3000000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,13761.467889908257
90,3,1,Agami,350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3888.8888888888887
130,5,1,Al Ibrahimiyyah,950000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,7307.692307692308
100,3,1,Sidi Beshr,410000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,4100.0
125,2,2,Montazah,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,8400.0
115,3,1,Agami,265000,1,0,1,1,0,1,0,0,0,0,0,0,1,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2304.3478260869565
90,3,1,Sidi Beshr,600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,6666.666666666667
145,5,1,Sporting,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,1.0,Not_In_Compound,Ready,Finished,12758.620689655172
148,3,2,Smoha,2826800,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,Murooj,Ready,Finished,19100.0
115,3,1,Miami,620000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,5391.304347826087
230,3,2,Agami,300000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Penthouse,7,0.0,Not_In_Compound,Ready,Semi Finished,1304.3478260869565
115,3,1,Agami,300000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2608.695652173913
140,3,2,Nakheel,335000,0,0,1,1,0,0,0,1,0,0,0,0,0,1,Studio,2,1.0,Not_In_Compound,Ready,Finished,2392.8571428571427
60,1,1,Seyouf,300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Not Finished,5000.0
120,3,2,Smoha,825000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,6875.0
113,2,2,Sidi Gaber,2090500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,4,0.0,Murooj,Ready,Finished,18500.0
100,2,1,Maamoura,470000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,4700.0
150,3,1,Al Ibrahimiyyah,1000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,OIA,Ready,Finished,6666.666666666667
110,2,1,Sidi Beshr,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,7727.272727272727
188,3,3,Smoha,3891600,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,6,0.0,Murooj,Ready,Finished,20700.0
145,3,2,Sidi Beshr,950000,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,6551.724137931034
104,2,2,Smoha,2161500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,6,0.0,Murooj,Ready,Finished,20783.653846153848
100,3,1,Moharam Bik,750000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,soon,Finished,7500.0
110,2,1,Nakheel,330000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,3000.0
210,3,2,Al Hadrah,950000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,4523.809523809524
125,3,1,Miami,1600000,1,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,12800.0
110,3,1,Maamoura,290000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,2636.3636363636365
92,2,1,Al Ibrahimiyyah,950000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,10326.08695652174
70,2,1,Abu Qir,260000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Not Finished,3714.285714285714
240,4,2,Agami,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duplex,5,0.0,Not_In_Compound,Ready,Finished,2500.0
100,2,1,Maamoura,480000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,soon,Finished,4800.0
170,3,3,Smoha,230000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,1352.9411764705883
80,2,1,Bacchus,270000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,soon,Finished,3375.0
100,2,1,Seyouf,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,6750.0
120,2,1,Zezenia,1000000,0,1,1,1,1,1,1,0,0,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,8333.333333333334
110,2,1,Smoha,1500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,13636.363636363636
85,3,1,Asafra,220000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2588.235294117647
100,2,1,Agami,320000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Not Finished,3200.0
75,2,1,Miami,245000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Amorada,Ready,Finished,3266.6666666666665
110,3,1,Abu Qir,360000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3272.7272727272725
109,3,1,Seyouf,460000,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Apartment,7,1.0,Not_In_Compound,Ready,Finished,4220.183486238532
90,2,1,Mandara,450000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,5000.0
128,2,1,Shatby,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,9765.625
250,3,3,Smoha,3750000,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,15000.0
120,3,1,Seyouf,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,2750.0
149,3,2,Smoha,2500000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,16778.523489932886
65,3,1,Asafra,450000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,6923.076923076923
120,3,2,Agami,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,Not_In_Compound,soon,Finished,3750.0
84,2,1,Agami,350000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,soon,Finished,4166.666666666667
135,3,2,San Stefano,1350000,0,1,1,1,1,1,1,1,0,1,1,1,1,1,Apartment,3,0.0,Not_In_Compound,2026,Semi Finished,10000.0
135,3,2,Laurent,1890000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,9,0.0,Not_In_Compound,Ready,Semi Finished,14000.0
130,3,1,Nakheel,285000,1,1,1,1,0,1,0,1,0,0,0,0,0,0,Duplex,9,0.0,Nakheel,Ready,Finished,2192.3076923076924
100,2,1,Nakheel,220000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2200.0
130,3,2,Nakheel,480000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished,3692.3076923076924
120,3,1,Nakheel,340000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,6,0.0,Not_In_Compound,Ready,Finished,2833.3333333333335
70,2,1,Sidi Beshr,450000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,6428.571428571428
85,3,1,Asafra,300000,1,0,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,3529.4117647058824
160,2,2,Miami,3250000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,1.0,Not_In_Compound,Ready,Finished,20312.5
100,2,1,Nakheel,265000,1,0,1,1,0,0,0,1,0,1,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,2650.0
130,2,1,Laurent,1650000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,12692.307692307691
130,3,1,Agami,380000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,Not_In_Compound,Ready,Finished,2923.076923076923
130,3,3,Sidi Beshr,2000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,15384.615384615385
110,2,1,Nakheel,275000,1,1,0,0,0,0,0,1,0,0,1,0,1,1,Apartment,3,0.0,Not_In_Compound,Ready,Finished,2500.0
135,3,1,Sidi Beshr,1200000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,8888.888888888889
140,3,1,San Stefano,1750000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,12500.0
110,2,1,Nakheel,335000,1,1,1,1,0,0,0,1,0,1,0,0,0,1,Apartment,1,0.0,Not_In_Compound,Ready,Finished,3045.4545454545455
138,2,1,Awayed,450000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,Not_In_Compound,Ready,Finished,3260.8695652173915
145,3,2,Miami,780000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,Not_In_Compound,Ready,Finished,5379.310344827586
90,2,1,Sidi Beshr,650000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,7222.222222222223
125,3,2,Maamoura,2450000,0,1,1,1,0,0,1,1,0,0,0,1,0,0,Apartment,8,0.0,Not_In_Compound,Ready,Finished,19600.0
115,3,1,Sporting,900000,1,0,1,1,1,1,0,0,0,0,0,1,0,0,Apartment,6,0.0,Not_In_Compound,soon,Finished,7826.086956521739
156,3,2,Sidi Gaber,3262500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,5,0.0,Murooj,Ready,Finished,20913.46153846154
65,2,1,Fleming,260000,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,4000.0
125,2,2,Miami,925000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,Not_In_Compound,Ready,Finished,7400.0
125,3,1,Sporting,1800000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,7,0.0,Not_In_Compound,Ready,Finished,14400.0
193,3,3,Seyouf,1500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,Not_In_Compound,Ready,Finished,7772.020725388601
90,3,1,Miami,550000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,Not_In_Compound,Ready,Finished,6111.111111111111
130,2,1,Nakheel,345000,1,1,1,1,0,1,0,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,2653.846153846154
90,2,1,Nakheel,215000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished,2388.8888888888887
131,3,1,Miami,750000,1,1,1,1,0,1,0,1,1,1,0,1,1,0,Apartment,1,0.0,Not_In_Compound,Ready,Finished,5725.1908396946565
90,2,1,Nakheel,240000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished,2666.6666666666665
